5,1,7,2,7,7,7,7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,11050272,J
1,7,2,7,7,7,7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,11052000,J
7,2,7,7,7,7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,11053728,J
2,7,7,7,7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,3,11056320,O
7,7,7,7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,3,0,11058048,J
7,7,7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,3,0,9,11059776,J
7,7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,3,0,9,5,11062368,O
7,3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,3,0,9,5,8,11064096,J
3,9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,3,0,9,5,8,1,11065824,J
9,8,1,2,1,7,0,5,8,6,8,6,5,3,9,6,2,6,1,8,6,1,3,4,8,2,3,8,0,5,8,2,3,3,9,7,9,0,2,3,9,5,7,5,4,6,8,8,5,2,0,8,7,0,3,3,5,0,9,3,9,6,0,7,7,1,5,9,1,1,4,2,4,3,0,4,1,1,1,8,5,9,1,1,0,1,4,0,1,2,5,7,3,0,9,5,8,1,3,11068416,O
